job_key,job_title,company,status,application_stage,date_applied,follow_up,last_updated,resume_used,cover_letter_used,recruiter_name,recruiter_email,interview_date,salary,apply_url,source_email_url,job_link,notes
salesforce administrator|insight global|us remote,Salesforce Administrator,Insight Global,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,https://www.linkedin.com/comm/jobs/view/4430567059/?trackingId=yTCbWwp9D7bvi9TQ92Sj4Q%3D%3D&refId=AQ3mXUvdxsDq%2F7M%2B7gqBvA%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3Bci3p3Jg9RQWmV0MErVxvvQ%3D%3D&midToken=AQEueGkJOVadGg&midSig=1qHOw0Ad-aiYk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_1_jobid_4430567059_ssid_15752758604_fmid_e8kqnz~mqu42yp4~d8&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_1_jobid_4430567059_ssid_15752758604_fmid_e8kqnz~mqu42yp4~d8-null-e8kqnz~mqu42yp4~d8-null-null&eid=e8kqnz-mqu42yp4-d8&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjY4N2M5ZDk0Mjk4YTg4NzYxNzljMzA2Njk0NjUyNTVmMWY3ZGZiZmUzNjVkNmY4ODgwMzkyOGQ3ODA0OWZlNDMyOGU5ODdlZTYzMjViZGMwZWRjY2EsMSwx,https://mail.google.com/mail/u/0/#all/19f0108fc963f4c2,https://www.linkedin.com/comm/jobs/view/4430567059/?trackingId=yTCbWwp9D7bvi9TQ92Sj4Q%3D%3D&refId=AQ3mXUvdxsDq%2F7M%2B7gqBvA%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3Bci3p3Jg9RQWmV0MErVxvvQ%3D%3D&midToken=AQEueGkJOVadGg&midSig=1qHOw0Ad-aiYk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_1_jobid_4430567059_ssid_15752758604_fmid_e8kqnz~mqu42yp4~d8&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_1_jobid_4430567059_ssid_15752758604_fmid_e8kqnz~mqu42yp4~d8-null-e8kqnz~mqu42yp4~d8-null-null&eid=e8kqnz-mqu42yp4-d8&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjY4N2M5ZDk0Mjk4YTg4NzYxNzljMzA2Njk0NjUyNTVmMWY3ZGZiZmUzNjVkNmY4ODgwMzkyOGQ3ODA0OWZlNDMyOGU5ODdlZTYzMjViZGMwZWRjY2EsMSwx,
"salesforce administrator|delta dental ins|alpharetta, ga hybrid",Salesforce Administrator,Delta Dental Ins.,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,https://www.linkedin.com/comm/jobs/view/4431736008/?trackingId=WEEpvUsMJNUk6luzShx9Iw%3D%3D&refId=AQ3mXUvdxsDq%2F7M%2B7gqBvA%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3Bci3p3Jg9RQWmV0MErVxvvQ%3D%3D&midToken=AQEueGkJOVadGg&midSig=1qHOw0Ad-aiYk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_2_jobid_4431736008_ssid_15752758604_fmid_e8kqnz~mqu42yp4~d8&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_2_jobid_4431736008_ssid_15752758604_fmid_e8kqnz~mqu42yp4~d8-null-e8kqnz~mqu42yp4~d8-null-null&eid=e8kqnz-mqu42yp4-d8&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjY4N2M5ZDk0Mjk4YTg4NzYxNzljMzA2Njk0NjUyNTVmMWY3ZGZiZmUzNjVkNmY4ODgwMzkyOGQ3ODA0OWZlNDMyOGU5ODdlZTYzMjViZGMwZWRjY2EsMSwx,https://mail.google.com/mail/u/0/#all/19f0108fc963f4c2,https://www.linkedin.com/comm/jobs/view/4431736008/?trackingId=WEEpvUsMJNUk6luzShx9Iw%3D%3D&refId=AQ3mXUvdxsDq%2F7M%2B7gqBvA%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3Bci3p3Jg9RQWmV0MErVxvvQ%3D%3D&midToken=AQEueGkJOVadGg&midSig=1qHOw0Ad-aiYk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_2_jobid_4431736008_ssid_15752758604_fmid_e8kqnz~mqu42yp4~d8&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_2_jobid_4431736008_ssid_15752758604_fmid_e8kqnz~mqu42yp4~d8-null-e8kqnz~mqu42yp4~d8-null-null&eid=e8kqnz-mqu42yp4-d8&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjY4N2M5ZDk0Mjk4YTg4NzYxNzljMzA2Njk0NjUyNTVmMWY3ZGZiZmUzNjVkNmY4ODgwMzkyOGQ3ODA0OWZlNDMyOGU5ODdlZTYzMjViZGMwZWRjY2EsMSwx,
"salesforce administrator|delta dental ins|oakland, ca hybrid",Salesforce Administrator,Delta Dental Ins.,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,https://www.linkedin.com/comm/jobs/view/4431736008/?trackingId=WEEpvUsMJNUk6luzShx9Iw%3D%3D&refId=AQ3mXUvdxsDq%2F7M%2B7gqBvA%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3Bci3p3Jg9RQWmV0MErVxvvQ%3D%3D&midToken=AQEueGkJOVadGg&midSig=1qHOw0Ad-aiYk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_2_jobid_4431736008_ssid_15752758604_fmid_e8kqnz~mqu42yp4~d8&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_2_jobid_4431736008_ssid_15752758604_fmid_e8kqnz~mqu42yp4~d8-null-e8kqnz~mqu42yp4~d8-null-null&eid=e8kqnz-mqu42yp4-d8&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjY4N2M5ZDk0Mjk4YTg4NzYxNzljMzA2Njk0NjUyNTVmMWY3ZGZiZmUzNjVkNmY4ODgwMzkyOGQ3ODA0OWZlNDMyOGU5ODdlZTYzMjViZGMwZWRjY2EsMSwx,https://mail.google.com/mail/u/0/#all/19f0108fc963f4c2,https://www.linkedin.com/comm/jobs/view/4431736008/?trackingId=WEEpvUsMJNUk6luzShx9Iw%3D%3D&refId=AQ3mXUvdxsDq%2F7M%2B7gqBvA%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3Bci3p3Jg9RQWmV0MErVxvvQ%3D%3D&midToken=AQEueGkJOVadGg&midSig=1qHOw0Ad-aiYk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_2_jobid_4431736008_ssid_15752758604_fmid_e8kqnz~mqu42yp4~d8&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_2_jobid_4431736008_ssid_15752758604_fmid_e8kqnz~mqu42yp4~d8-null-e8kqnz~mqu42yp4~d8-null-null&eid=e8kqnz-mqu42yp4-d8&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjY4N2M5ZDk0Mjk4YTg4NzYxNzljMzA2Njk0NjUyNTVmMWY3ZGZiZmUzNjVkNmY4ODgwMzkyOGQ3ODA0OWZlNDMyOGU5ODdlZTYzMjViZGMwZWRjY2EsMSwx,
"salesforce administrator|delta dental ins|rancho cordova, ca hybrid",Salesforce Administrator,Delta Dental Ins.,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,https://www.linkedin.com/comm/jobs/view/4431736008/?trackingId=WEEpvUsMJNUk6luzShx9Iw%3D%3D&refId=AQ3mXUvdxsDq%2F7M%2B7gqBvA%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3Bci3p3Jg9RQWmV0MErVxvvQ%3D%3D&midToken=AQEueGkJOVadGg&midSig=1qHOw0Ad-aiYk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_2_jobid_4431736008_ssid_15752758604_fmid_e8kqnz~mqu42yp4~d8&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_2_jobid_4431736008_ssid_15752758604_fmid_e8kqnz~mqu42yp4~d8-null-e8kqnz~mqu42yp4~d8-null-null&eid=e8kqnz-mqu42yp4-d8&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjY4N2M5ZDk0Mjk4YTg4NzYxNzljMzA2Njk0NjUyNTVmMWY3ZGZiZmUzNjVkNmY4ODgwMzkyOGQ3ODA0OWZlNDMyOGU5ODdlZTYzMjViZGMwZWRjY2EsMSwx,https://mail.google.com/mail/u/0/#all/19f0108fc963f4c2,https://www.linkedin.com/comm/jobs/view/4431736008/?trackingId=WEEpvUsMJNUk6luzShx9Iw%3D%3D&refId=AQ3mXUvdxsDq%2F7M%2B7gqBvA%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3Bci3p3Jg9RQWmV0MErVxvvQ%3D%3D&midToken=AQEueGkJOVadGg&midSig=1qHOw0Ad-aiYk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_2_jobid_4431736008_ssid_15752758604_fmid_e8kqnz~mqu42yp4~d8&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_2_jobid_4431736008_ssid_15752758604_fmid_e8kqnz~mqu42yp4~d8-null-e8kqnz~mqu42yp4~d8-null-null&eid=e8kqnz-mqu42yp4-d8&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjY4N2M5ZDk0Mjk4YTg4NzYxNzljMzA2Njk0NjUyNTVmMWY3ZGZiZmUzNjVkNmY4ODgwMzkyOGQ3ODA0OWZlNDMyOGU5ODdlZTYzMjViZGMwZWRjY2EsMSwx,
"acquisition sales specialist - ai solutions|thomson reuters|eagan, mn remote",Acquisition Sales Specialist - AI Solutions,Thomson Reuters,Not Applied,Not Applied,,,2026-06-27,General Resume,No,,,,,https://www.linkedin.com/comm/jobs/view/4349230461/?trackingId=TpvfaSypdsO22EYzHQSAYw%3D%3D&refId=oaqZ4k71%2BRNZAialkuyoUw%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BdU8niSbWTUiS%2BM0ieI9X%2Bw%3D%3D&midToken=AQEueGkJOVadGg&midSig=1qHOw0Ad-aiYk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_0_jobid_4349230461_ssid_15481358100_fmid_e8kqnz~mqu42yp4~57&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_0_jobid_4349230461_ssid_15481358100_fmid_e8kqnz~mqu42yp4~57-null-e8kqnz~mqu42yp4~57-null-null&eid=e8kqnz-mqu42yp4-57&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjY4N2M5ZDk0Mjk4YWI4ZjYxNzljMzA2Njk0NjUyNTVmMWY3ZGZiNzg3NDNlZGU2OWM1N2FlNThmZGZkNjAzODhkYjZkNzQ5N2UwZDE3N2NiYjJiZWUsMSwx,https://mail.google.com/mail/u/0/#all/19f0108faf6288b4,https://www.linkedin.com/comm/jobs/view/4349230461/?trackingId=TpvfaSypdsO22EYzHQSAYw%3D%3D&refId=oaqZ4k71%2BRNZAialkuyoUw%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BdU8niSbWTUiS%2BM0ieI9X%2Bw%3D%3D&midToken=AQEueGkJOVadGg&midSig=1qHOw0Ad-aiYk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_0_jobid_4349230461_ssid_15481358100_fmid_e8kqnz~mqu42yp4~57&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_0_jobid_4349230461_ssid_15481358100_fmid_e8kqnz~mqu42yp4~57-null-e8kqnz~mqu42yp4~57-null-null&eid=e8kqnz-mqu42yp4-57&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjY4N2M5ZDk0Mjk4YWI4ZjYxNzljMzA2Njk0NjUyNTVmMWY3ZGZiNzg3NDNlZGU2OWM1N2FlNThmZGZkNjAzODhkYjZkNzQ5N2UwZDE3N2NiYjJiZWUsMSwx,
"account manager- midwest|precor|minneapolis, mn",Account Manager- Midwest,Precor,Not Applied,Not Applied,,,2026-06-27,General Resume,No,,,,,https://www.linkedin.com/comm/jobs/view/4418780952/?trackingId=UYxJo%2FUwDSg6GZzsbKOb6g%3D%3D&refId=oaqZ4k71%2BRNZAialkuyoUw%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BdU8niSbWTUiS%2BM0ieI9X%2Bw%3D%3D&midToken=AQEueGkJOVadGg&midSig=1qHOw0Ad-aiYk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_2_jobid_4418780952_ssid_15481358100_fmid_e8kqnz~mqu42yp4~57&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_2_jobid_4418780952_ssid_15481358100_fmid_e8kqnz~mqu42yp4~57-null-e8kqnz~mqu42yp4~57-null-null&eid=e8kqnz-mqu42yp4-57&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjY4N2M5ZDk0Mjk4YWI4ZjYxNzljMzA2Njk0NjUyNTVmMWY3ZGZiNzg3NDNlZGU2OWM1N2FlNThmZGZkNjAzODhkYjZkNzQ5N2UwZDE3N2NiYjJiZWUsMSwx,https://mail.google.com/mail/u/0/#all/19f0108faf6288b4,https://www.linkedin.com/comm/jobs/view/4418780952/?trackingId=UYxJo%2FUwDSg6GZzsbKOb6g%3D%3D&refId=oaqZ4k71%2BRNZAialkuyoUw%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BdU8niSbWTUiS%2BM0ieI9X%2Bw%3D%3D&midToken=AQEueGkJOVadGg&midSig=1qHOw0Ad-aiYk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_2_jobid_4418780952_ssid_15481358100_fmid_e8kqnz~mqu42yp4~57&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_2_jobid_4418780952_ssid_15481358100_fmid_e8kqnz~mqu42yp4~57-null-e8kqnz~mqu42yp4~57-null-null&eid=e8kqnz-mqu42yp4-57&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjY4N2M5ZDk0Mjk4YWI4ZjYxNzljMzA2Njk0NjUyNTVmMWY3ZGZiNzg3NDNlZGU2OWM1N2FlNThmZGZkNjAzODhkYjZkNzQ5N2UwZDE3N2NiYjJiZWUsMSwx,
"licensed insurance sales representative (remote / home-based)|allstate|minneapolis, mn remote",Licensed Insurance Sales Representative (Remote / Home-Based),Allstate,Not Applied,Not Applied,,,2026-06-27,General Resume,No,,,,,https://www.linkedin.com/comm/jobs/view/4429386469/?trackingId=NBx%2Fk9N38pQ3myPE80dG6w%3D%3D&refId=oaqZ4k71%2BRNZAialkuyoUw%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BdU8niSbWTUiS%2BM0ieI9X%2Bw%3D%3D&midToken=AQEueGkJOVadGg&midSig=1qHOw0Ad-aiYk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_3_jobid_4429386469_ssid_15481358100_fmid_e8kqnz~mqu42yp4~57&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_3_jobid_4429386469_ssid_15481358100_fmid_e8kqnz~mqu42yp4~57-null-e8kqnz~mqu42yp4~57-null-null&eid=e8kqnz-mqu42yp4-57&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjY4N2M5ZDk0Mjk4YWI4ZjYxNzljMzA2Njk0NjUyNTVmMWY3ZGZiNzg3NDNlZGU2OWM1N2FlNThmZGZkNjAzODhkYjZkNzQ5N2UwZDE3N2NiYjJiZWUsMSwx,https://mail.google.com/mail/u/0/#all/19f0108faf6288b4,https://www.linkedin.com/comm/jobs/view/4429386469/?trackingId=NBx%2Fk9N38pQ3myPE80dG6w%3D%3D&refId=oaqZ4k71%2BRNZAialkuyoUw%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BdU8niSbWTUiS%2BM0ieI9X%2Bw%3D%3D&midToken=AQEueGkJOVadGg&midSig=1qHOw0Ad-aiYk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_3_jobid_4429386469_ssid_15481358100_fmid_e8kqnz~mqu42yp4~57&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_3_jobid_4429386469_ssid_15481358100_fmid_e8kqnz~mqu42yp4~57-null-e8kqnz~mqu42yp4~57-null-null&eid=e8kqnz-mqu42yp4-57&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjY4N2M5ZDk0Mjk4YWI4ZjYxNzljMzA2Njk0NjUyNTVmMWY3ZGZiNzg3NDNlZGU2OWM1N2FlNThmZGZkNjAzODhkYjZkNzQ5N2UwZDE3N2NiYjJiZWUsMSwx,
"inside parts sales|allstate peterbilt group|south st paul, mn",Inside Parts Sales,Allstate Peterbilt Group,Not Applied,Not Applied,,,2026-06-27,General Resume,No,,,,,https://www.linkedin.com/comm/jobs/view/4432464738/?trackingId=CWlzSjcFLt9wxYdjQ%2BUnKg%3D%3D&refId=oaqZ4k71%2BRNZAialkuyoUw%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BdU8niSbWTUiS%2BM0ieI9X%2Bw%3D%3D&midToken=AQEueGkJOVadGg&midSig=1qHOw0Ad-aiYk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_4_jobid_4432464738_ssid_15481358100_fmid_e8kqnz~mqu42yp4~57&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_4_jobid_4432464738_ssid_15481358100_fmid_e8kqnz~mqu42yp4~57-null-e8kqnz~mqu42yp4~57-null-null&eid=e8kqnz-mqu42yp4-57&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjY4N2M5ZDk0Mjk4YWI4ZjYxNzljMzA2Njk0NjUyNTVmMWY3ZGZiNzg3NDNlZGU2OWM1N2FlNThmZGZkNjAzODhkYjZkNzQ5N2UwZDE3N2NiYjJiZWUsMSwx,https://mail.google.com/mail/u/0/#all/19f0108faf6288b4,https://www.linkedin.com/comm/jobs/view/4432464738/?trackingId=CWlzSjcFLt9wxYdjQ%2BUnKg%3D%3D&refId=oaqZ4k71%2BRNZAialkuyoUw%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BdU8niSbWTUiS%2BM0ieI9X%2Bw%3D%3D&midToken=AQEueGkJOVadGg&midSig=1qHOw0Ad-aiYk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_4_jobid_4432464738_ssid_15481358100_fmid_e8kqnz~mqu42yp4~57&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_4_jobid_4432464738_ssid_15481358100_fmid_e8kqnz~mqu42yp4~57-null-e8kqnz~mqu42yp4~57-null-null&eid=e8kqnz-mqu42yp4-57&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjY4N2M5ZDk0Mjk4YWI4ZjYxNzljMzA2Njk0NjUyNTVmMWY3ZGZiNzg3NDNlZGU2OWM1N2FlNThmZGZkNjAzODhkYjZkNzQ5N2UwZDE3N2NiYjJiZWUsMSwx,
"equipment specialist|benco dental|minneapolis, mn hybrid",Equipment Specialist,Benco Dental,Not Applied,Not Applied,,,2026-06-27,General Resume,No,,,,,https://www.linkedin.com/comm/jobs/view/4432435382/?trackingId=F4IMtRjWYXY%2B7%2F%2F9gC6XIg%3D%3D&refId=oaqZ4k71%2BRNZAialkuyoUw%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BdU8niSbWTUiS%2BM0ieI9X%2Bw%3D%3D&midToken=AQEueGkJOVadGg&midSig=1qHOw0Ad-aiYk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_5_jobid_4432435382_ssid_15481358100_fmid_e8kqnz~mqu42yp4~57&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_5_jobid_4432435382_ssid_15481358100_fmid_e8kqnz~mqu42yp4~57-null-e8kqnz~mqu42yp4~57-null-null&eid=e8kqnz-mqu42yp4-57&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjY4N2M5ZDk0Mjk4YWI4ZjYxNzljMzA2Njk0NjUyNTVmMWY3ZGZiNzg3NDNlZGU2OWM1N2FlNThmZGZkNjAzODhkYjZkNzQ5N2UwZDE3N2NiYjJiZWUsMSwx,https://mail.google.com/mail/u/0/#all/19f0108faf6288b4,https://www.linkedin.com/comm/jobs/view/4432435382/?trackingId=F4IMtRjWYXY%2B7%2F%2F9gC6XIg%3D%3D&refId=oaqZ4k71%2BRNZAialkuyoUw%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BdU8niSbWTUiS%2BM0ieI9X%2Bw%3D%3D&midToken=AQEueGkJOVadGg&midSig=1qHOw0Ad-aiYk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_5_jobid_4432435382_ssid_15481358100_fmid_e8kqnz~mqu42yp4~57&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_5_jobid_4432435382_ssid_15481358100_fmid_e8kqnz~mqu42yp4~57-null-e8kqnz~mqu42yp4~57-null-null&eid=e8kqnz-mqu42yp4-57&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjY4N2M5ZDk0Mjk4YWI4ZjYxNzljMzA2Njk0NjUyNTVmMWY3ZGZiNzg3NDNlZGU2OWM1N2FlNThmZGZkNjAzODhkYjZkNzQ5N2UwZDE3N2NiYjJiZWUsMSwx,
business analyst jobs mn|minnesota|t,Business analyst jobs mn,Minnesota,Not Applied,Not Applied,,,2026-06-27,Business Analyst Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f00cc1600e0dad,,
"sr. business analyst|tricom technical services|minnesota, us",Sr. Business Analyst,TriCom Technical Services,Not Applied,Not Applied,,,2026-06-27,Business Analyst Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f00cc1600e0dad,,
"business systems analyst 2 or 3|metropolitan council|minneapolis, mn, us",Business Systems Analyst 2 or 3,Metropolitan Council,Not Applied,Not Applied,,,2026-06-27,Business Analyst Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f00cc1600e0dad,,
"business technology analyst|us bank national association|hopkins, mn, us",Business Technology Analyst,US Bank National Association,Not Applied,Not Applied,,,2026-06-27,Business Analyst Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f00cc1600e0dad,,
"senior, business solutions analyst - tax transformation|deloitte|minneapolis, mn, us","Senior, Business Solutions Analyst - Tax Transformation",Deloitte,Not Applied,Not Applied,,,2026-06-27,Business Analyst Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f00cc1600e0dad,,
"sr. business analyst - remote|unitedhealth group|eden prairie, mn, us",Sr. Business Analyst - Remote,UnitedHealth Group,Not Applied,Not Applied,,,2026-06-27,Business Analyst Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f00cc1600e0dad,,
"systems applications business analyst|quanex|56304, st cloud, mn, us",Systems Applications Business Analyst,Quanex,Not Applied,Not Applied,,,2026-06-27,Business Analyst Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f00cc1600e0dad,,
"senior financial systems analyst (hybrid)|intact insurance specialty solutions|plymouth, mn, us",Senior Financial Systems Analyst (Hybrid),Intact Insurance Specialty Solutions,Not Applied,Not Applied,,,2026-06-27,Business Analyst Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f00cc1600e0dad,,
"senior it business analyst: erp & healthcare ops|tactile medical|minneapolis, mn, us",Senior IT Business Analyst: ERP & Healthcare Ops,Tactile Medical,Not Applied,Not Applied,,,2026-06-27,Business Analyst Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f00cc1600e0dad,,
"senior data analyst: drive growth with data & dashboards|sportsman s guide|minneapolis, mn, us",Senior Data Analyst: Drive Growth with Data & Dashboards,Sportsman's Guide,Not Applied,Not Applied,,,2026-06-27,Business Analyst Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f00cc1600e0dad,,
"business technology analyst|u s bank national association|hopkins, mn, us",Business Technology Analyst,U.S. Bank National Association,Not Applied,Not Applied,,,2026-06-27,Business Analyst Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f00cc1600e0dad,,
salesforce business analyst mn|minnesota|logo,Salesforce business analyst mn,Minnesota,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f00c67af13b35c,,
"salesforce business analyst|hollstadt consulting|brooklyn park, mn, us",Salesforce Business Analyst,Hollstadt Consulting,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f00c67af13b35c,,
"senior salesforce cpq & billing business systems analyst|socotra|st paul, mn, us",Senior Salesforce CPQ & Billing Business Systems Analyst,"Socotra, Inc.",Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f00c67af13b35c,,
salesforce business analyst mn|minnesota|salesforce business analyst,Salesforce business analyst mn,Minnesota,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f00c67af13b35c,,
