job_title,company,location,source,score,fit_category,target_track,recommended_resume,resume_fit_level,job_intelligence_summary,why_this_fits,resume_focus,job_intelligence_interview_focus,potential_concerns,suggested_next_action,application_stage,email_date
CRM & Data Analyst,Chicago Fire FC,"Chicago, IL",LinkedIn,75,Strong Match,Salesforce / CRM,Salesforce Resume,Possible Resume Fit,"CRM & Data Analyst at Chicago Fire FC is a strong match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,Location may need manual review,Review soon and compare against current application goals,Not Applied,2026-06-26
Salesforce Developer- REMOTE@ Michigan,2.halvolink,South Africa,Google Job Alert,75,Strong Match,Salesforce / CRM,Salesforce Resume,Possible Resume Fit,"Salesforce Developer- REMOTE@ Michigan at 2.halvolink is a strong match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation Matches preferred location/work arrangement","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation | Matches preferred location/work arrangement","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,No major concerns flagged by current rules,Review soon and compare against current application goals,Not Applied,2026-06-25
CRM Data Analyst & Administrator,Howden,via Lensa,Google Job Alert,75,Strong Match,Salesforce / CRM,Salesforce Resume,Possible Resume Fit,"CRM Data Analyst & Administrator at Howden is a strong match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,Location may need manual review,Review soon and compare against current application goals,Not Applied,2026-06-24
Sr Analyst Planning and Inventory Ops-Small Formats (Minneapolis),Target,"Minneapolis, MN (On-site)",LinkedIn,70,Strong Match,Operations / Supply Chain,Operations / Supply Chain Resume,Possible Resume Fit,"Sr Analyst Planning and Inventory Ops-Small Formats (Minneapolis) at Target is a strong match for the Operations / Supply Chain track. Aligns with operations, inventory, purchasing, and process improvement experience Good fit for connecting plant operations experience to analytics and reporting Matches preferred location/work arrangement Company is flagged as Good Company","Aligns with operations, inventory, purchasing, and process improvement experience | Good fit for connecting plant operations experience to analytics and reporting | Matches preferred location/work arrangement | Company is flagged as Good Company","Use Operations / Supply Chain Resume. Focus on: Use the Operations / Supply Chain resume | Highlight inventory, purchasing, work orders, Maximo, and plant operations | Connect storeroom experience to process improvement and data tracking",Inventory control | Purchasing and receiving | Process improvement | Operations problem solving,No major concerns flagged by current rules,Review soon and compare against current application goals,Not Applied,2026-06-26
Lead Business Analyst,TempWorks Software,"Bloomington, MN, United States",Google Job Alert,70,Strong Match,Business Analyst,Business Analyst Resume,Possible Resume Fit,"Lead Business Analyst at TempWorks Software is a strong match for the Business Analyst track. Aligns with business analysis, requirements gathering, and data storytelling goals Good opportunity to connect projects to business decision-making Matches preferred location/work arrangement","Aligns with business analysis, requirements gathering, and data storytelling goals | Good opportunity to connect projects to business decision-making | Matches preferred location/work arrangement","Use Business Analyst Resume. Focus on: Use the Business Analyst resume | Highlight requirements gathering, stakeholder communication, and dashboard work | Connect analytics projects to business decisions",Requirements gathering | Stakeholder communication | Data storytelling | Process improvement,No major concerns flagged by current rules,Review soon and compare against current application goals,Not Applied,2026-06-25
Business analyst jobs mn,Minnesota,T,Google Job Alert,70,Strong Match,Business Analyst,Business Analyst Resume,Possible Resume Fit,"Business analyst jobs mn at Minnesota is a strong match for the Business Analyst track. Aligns with business analysis, requirements gathering, and data storytelling goals Good opportunity to connect projects to business decision-making Matches preferred location/work arrangement","Aligns with business analysis, requirements gathering, and data storytelling goals | Good opportunity to connect projects to business decision-making | Matches preferred location/work arrangement","Use Business Analyst Resume. Focus on: Use the Business Analyst resume | Highlight requirements gathering, stakeholder communication, and dashboard work | Connect analytics projects to business decisions",Requirements gathering | Stakeholder communication | Data storytelling | Process improvement,No major concerns flagged by current rules,Review soon and compare against current application goals,Not Applied,2026-06-25
Sr. Business Analyst,TriCom Technical Services,"Minnesota, United States",Google Job Alert,70,Strong Match,Business Analyst,Business Analyst Resume,Possible Resume Fit,"Sr. Business Analyst at TriCom Technical Services is a strong match for the Business Analyst track. Aligns with business analysis, requirements gathering, and data storytelling goals Good opportunity to connect projects to business decision-making Matches preferred location/work arrangement","Aligns with business analysis, requirements gathering, and data storytelling goals | Good opportunity to connect projects to business decision-making | Matches preferred location/work arrangement","Use Business Analyst Resume. Focus on: Use the Business Analyst resume | Highlight requirements gathering, stakeholder communication, and dashboard work | Connect analytics projects to business decisions",Requirements gathering | Stakeholder communication | Data storytelling | Process improvement,No major concerns flagged by current rules,Review soon and compare against current application goals,Not Applied,2026-06-25
Systems Applications Business Analyst,Quanex,"56304, St Cloud, MN, United States",Google Job Alert,70,Strong Match,Business Analyst,Business Analyst Resume,Possible Resume Fit,"Systems Applications Business Analyst at Quanex is a strong match for the Business Analyst track. Aligns with business analysis, requirements gathering, and data storytelling goals Good opportunity to connect projects to business decision-making Matches preferred location/work arrangement","Aligns with business analysis, requirements gathering, and data storytelling goals | Good opportunity to connect projects to business decision-making | Matches preferred location/work arrangement","Use Business Analyst Resume. Focus on: Use the Business Analyst resume | Highlight requirements gathering, stakeholder communication, and dashboard work | Connect analytics projects to business decisions",Requirements gathering | Stakeholder communication | Data storytelling | Process improvement,No major concerns flagged by current rules,Review soon and compare against current application goals,Not Applied,2026-06-25
Senior Salesforce CPQ & Billing Business Systems Analyst,"Socotra, Inc.","St Paul, MN, United States",Google Job Alert,70,Strong Match,Salesforce / CRM,Salesforce Resume,Possible Resume Fit,"Senior Salesforce CPQ & Billing Business Systems Analyst at Socotra, Inc. is a strong match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation Matches preferred location/work arrangement","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation | Matches preferred location/work arrangement","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,Review possible missing/watch skills: Cpq,Review soon and compare against current application goals,Not Applied,2026-06-25
Product Operations Analyst,Instawork,"Chicago, IL",LinkedIn,70,Strong Match,Salesforce / CRM,Salesforce Resume,Possible Resume Fit,"Product Operations Analyst at Instawork is a strong match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,Location may need manual review,Review soon and compare against current application goals,Not Applied,2026-06-25
Senior Business Analyst,Old National Bank,"Lake Elmo, MN",LinkedIn,70,Strong Match,Business Analyst,Business Analyst Resume,Possible Resume Fit,"Senior Business Analyst at Old National Bank is a strong match for the Business Analyst track. Aligns with business analysis, requirements gathering, and data storytelling goals Good opportunity to connect projects to business decision-making Matches preferred location/work arrangement","Aligns with business analysis, requirements gathering, and data storytelling goals | Good opportunity to connect projects to business decision-making | Matches preferred location/work arrangement","Use Business Analyst Resume. Focus on: Use the Business Analyst resume | Highlight requirements gathering, stakeholder communication, and dashboard work | Connect analytics projects to business decisions",Requirements gathering | Stakeholder communication | Data storytelling | Process improvement,No major concerns flagged by current rules,Review soon and compare against current application goals,Not Applied,2026-06-24
Salesforce Business Systems Analyst - Service Ops & Data,Daikin Applied,"St Paul, MN, United States",Google Job Alert,70,Strong Match,Salesforce / CRM,Salesforce Resume,Possible Resume Fit,"Salesforce Business Systems Analyst - Service Ops & Data at Daikin Applied is a strong match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation Matches preferred location/work arrangement","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation | Matches preferred location/work arrangement","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,No major concerns flagged by current rules,Review soon and compare against current application goals,Not Applied,2026-06-24
Business Analyst II,Old National Bank,"Lake Elmo, MN, United States",Google Job Alert,70,Strong Match,Business Analyst,Business Analyst Resume,Possible Resume Fit,"Business Analyst II at Old National Bank is a strong match for the Business Analyst track. Aligns with business analysis, requirements gathering, and data storytelling goals Good opportunity to connect projects to business decision-making Matches preferred location/work arrangement","Aligns with business analysis, requirements gathering, and data storytelling goals | Good opportunity to connect projects to business decision-making | Matches preferred location/work arrangement","Use Business Analyst Resume. Focus on: Use the Business Analyst resume | Highlight requirements gathering, stakeholder communication, and dashboard work | Connect analytics projects to business decisions",Requirements gathering | Stakeholder communication | Data storytelling | Process improvement,No major concerns flagged by current rules,Review soon and compare against current application goals,Not Applied,2026-06-24
Business Analyst,TempWorks Software,"Bloomington, MN, United States",Google Job Alert,70,Strong Match,Business Analyst,Business Analyst Resume,Possible Resume Fit,"Business Analyst at TempWorks Software is a strong match for the Business Analyst track. Aligns with business analysis, requirements gathering, and data storytelling goals Good opportunity to connect projects to business decision-making Matches preferred location/work arrangement","Aligns with business analysis, requirements gathering, and data storytelling goals | Good opportunity to connect projects to business decision-making | Matches preferred location/work arrangement","Use Business Analyst Resume. Focus on: Use the Business Analyst resume | Highlight requirements gathering, stakeholder communication, and dashboard work | Connect analytics projects to business decisions",Requirements gathering | Stakeholder communication | Data storytelling | Process improvement,No major concerns flagged by current rules,Review soon and compare against current application goals,Not Applied,2026-06-24
Business Analyst,Lexington Manufacturing,"Coon Rapids, MN, United States",Google Job Alert,70,Strong Match,Business Analyst,Business Analyst Resume,Possible Resume Fit,"Business Analyst at Lexington Manufacturing is a strong match for the Business Analyst track. Aligns with business analysis, requirements gathering, and data storytelling goals Good opportunity to connect projects to business decision-making Matches preferred location/work arrangement","Aligns with business analysis, requirements gathering, and data storytelling goals | Good opportunity to connect projects to business decision-making | Matches preferred location/work arrangement","Use Business Analyst Resume. Focus on: Use the Business Analyst resume | Highlight requirements gathering, stakeholder communication, and dashboard work | Connect analytics projects to business decisions",Requirements gathering | Stakeholder communication | Data storytelling | Process improvement,No major concerns flagged by current rules,Review soon and compare against current application goals,Not Applied,2026-06-24
Business Analyst,Crew,"Oak Park Heights, MN, United States",Google Job Alert,70,Strong Match,Business Analyst,Business Analyst Resume,Possible Resume Fit,"Business Analyst at Crew is a strong match for the Business Analyst track. Aligns with business analysis, requirements gathering, and data storytelling goals Good opportunity to connect projects to business decision-making Matches preferred location/work arrangement","Aligns with business analysis, requirements gathering, and data storytelling goals | Good opportunity to connect projects to business decision-making | Matches preferred location/work arrangement","Use Business Analyst Resume. Focus on: Use the Business Analyst resume | Highlight requirements gathering, stakeholder communication, and dashboard work | Connect analytics projects to business decisions",Requirements gathering | Stakeholder communication | Data storytelling | Process improvement,No major concerns flagged by current rules,Review soon and compare against current application goals,Not Applied,2026-06-24
Salesforce Support Administrator/ Analyst,FUSTIS LLC,"Minneapolis, MN, United States",Google Job Alert,70,Strong Match,Salesforce / CRM,Salesforce Resume,Possible Resume Fit,"Salesforce Support Administrator/ Analyst at FUSTIS LLC is a strong match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation Matches preferred location/work arrangement","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation | Matches preferred location/work arrangement","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,No major concerns flagged by current rules,Review soon and compare against current application goals,Not Applied,2026-06-24
"Inventory Analyst - Minneapolis, MN - September 2026 Start Date",Target,"Minneapolis, MN, United States",Google Job Alert,70,Strong Match,Operations / Supply Chain,Operations / Supply Chain Resume,Possible Resume Fit,"Inventory Analyst - Minneapolis, MN - September 2026 Start Date at Target is a strong match for the Operations / Supply Chain track. Aligns with operations, inventory, purchasing, and process improvement experience Good fit for connecting plant operations experience to analytics and reporting Matches preferred location/work arrangement Company is flagged as Good Company","Aligns with operations, inventory, purchasing, and process improvement experience | Good fit for connecting plant operations experience to analytics and reporting | Matches preferred location/work arrangement | Company is flagged as Good Company","Use Operations / Supply Chain Resume. Focus on: Use the Operations / Supply Chain resume | Highlight inventory, purchasing, work orders, Maximo, and plant operations | Connect storeroom experience to process improvement and data tracking",Inventory control | Purchasing and receiving | Process improvement | Operations problem solving,No major concerns flagged by current rules,Review soon and compare against current application goals,Not Applied,2026-06-24
Senior Business Analyst / Product Owner,QODE,"Minneapolis, MN, United States",Google Job Alert,70,Strong Match,Business Analyst,Business Analyst Resume,Possible Resume Fit,"Senior Business Analyst / Product Owner at QODE is a strong match for the Business Analyst track. Aligns with business analysis, requirements gathering, and data storytelling goals Good opportunity to connect projects to business decision-making Matches preferred location/work arrangement","Aligns with business analysis, requirements gathering, and data storytelling goals | Good opportunity to connect projects to business decision-making | Matches preferred location/work arrangement","Use Business Analyst Resume. Focus on: Use the Business Analyst resume | Highlight requirements gathering, stakeholder communication, and dashboard work | Connect analytics projects to business decisions",Requirements gathering | Stakeholder communication | Data storytelling | Process improvement,No major concerns flagged by current rules,Review soon and compare against current application goals,Not Applied,2026-06-24
Sales Operations Support - HPEN Cloud,Hewlett Packard Enterprise,"New Jersey, United States",LinkedIn,65,Possible Match,Sales Ops / RevOps,Sales Ops / RevOps Resume,Possible Resume Fit,"Sales Operations Support - HPEN Cloud at Hewlett Packard Enterprise is a possible match for the Sales Ops / RevOps track. Aligns with sales operations, CRM reporting, and pipeline support experience Strong bridge between sales background and technical CRM skills Matches preferred location/work arrangement","Aligns with sales operations, CRM reporting, and pipeline support experience | Strong bridge between sales background and technical CRM skills | Matches preferred location/work arrangement","Use Sales Ops / RevOps Resume. Focus on: Use the Sales Ops / RevOps resume | Highlight sales operations, CRM, reporting, and process improvement | Connect sales background to operational reporting and pipeline support",Pipeline reporting | Sales process improvement | CRM data quality | Stakeholder support,Review possible missing/watch skills: Revenue Operations,Review only if time allows,Not Applied,2026-06-26
AP Operations Coordinator,Post Consumer Brands,"Lakeville, MN (Hybrid)",LinkedIn,65,Possible Match,Business Analyst,Business Analyst Resume,Possible Resume Fit,"AP Operations Coordinator at Post Consumer Brands is a possible match for the Business Analyst track. Aligns with business analysis, requirements gathering, and data storytelling goals Good opportunity to connect projects to business decision-making Matches preferred location/work arrangement","Aligns with business analysis, requirements gathering, and data storytelling goals | Good opportunity to connect projects to business decision-making | Matches preferred location/work arrangement","Use Business Analyst Resume. Focus on: Use the Business Analyst resume | Highlight requirements gathering, stakeholder communication, and dashboard work | Connect analytics projects to business decisions",Requirements gathering | Stakeholder communication | Data storytelling | Process improvement,No major concerns flagged by current rules,Review only if time allows,Not Applied,2026-06-25
Senior Financial Systems Analyst (Hybrid),Intact Insurance Specialty Solutions,"Plymouth, MN, United States",Google Job Alert,65,Possible Match,Business Analyst,Business Analyst Resume,Possible Resume Fit,"Senior Financial Systems Analyst (Hybrid) at Intact Insurance Specialty Solutions is a possible match for the Business Analyst track. Aligns with business analysis, requirements gathering, and data storytelling goals Good opportunity to connect projects to business decision-making Matches preferred location/work arrangement","Aligns with business analysis, requirements gathering, and data storytelling goals | Good opportunity to connect projects to business decision-making | Matches preferred location/work arrangement","Use Business Analyst Resume. Focus on: Use the Business Analyst resume | Highlight requirements gathering, stakeholder communication, and dashboard work | Connect analytics projects to business decisions",Requirements gathering | Stakeholder communication | Data storytelling | Process improvement,No major concerns flagged by current rules,Review only if time allows,Not Applied,2026-06-25
[Remote] CRM / Retention Manager (Email & SMS),hirevista,Kenya,Google Job Alert,65,Possible Match,Salesforce / CRM,Salesforce Resume,Possible Resume Fit,"[Remote] CRM / Retention Manager (Email & SMS) at hirevista is a possible match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation Matches preferred location/work arrangement","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation | Matches preferred location/work arrangement","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,No major concerns flagged by current rules,Review only if time allows,Not Applied,2026-06-25
"CRM Specialist, E-Commerce (Remote)",remotepromsp,United States,Google Job Alert,65,Possible Match,Salesforce / CRM,Salesforce Resume,Possible Resume Fit,"CRM Specialist, E-Commerce (Remote) at remotepromsp is a possible match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation Matches preferred location/work arrangement","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation | Matches preferred location/work arrangement","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,No major concerns flagged by current rules,Review only if time allows,Not Applied,2026-06-25
SalesForce Administrator,TriCom Technical Services,"Little Canada, MN, United States",Google Job Alert,65,Possible Match,Salesforce / CRM,Salesforce Resume,Possible Resume Fit,"SalesForce Administrator at TriCom Technical Services is a possible match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,Location appears outside the target area,Review only if time allows,Not Applied,2026-06-25
Associate Technical Analyst,TalentAlly,Greater Minneapolis-St. Paul Area (Hybrid),LinkedIn,65,Possible Match,Salesforce / CRM,Salesforce Resume,Possible Resume Fit,"Associate Technical Analyst at TalentAlly is a possible match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation Matches preferred location/work arrangement","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation | Matches preferred location/work arrangement","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,No major concerns flagged by current rules,Review only if time allows,Not Applied,2026-06-25
Business Systems Analyst - Hybrid,Genesis10,"Minneapolis, MN, United States",Google Job Alert,65,Possible Match,Business Analyst,Business Analyst Resume,Possible Resume Fit,"Business Systems Analyst - Hybrid at Genesis10 is a possible match for the Business Analyst track. Aligns with business analysis, requirements gathering, and data storytelling goals Good opportunity to connect projects to business decision-making Matches preferred location/work arrangement","Aligns with business analysis, requirements gathering, and data storytelling goals | Good opportunity to connect projects to business decision-making | Matches preferred location/work arrangement","Use Business Analyst Resume. Focus on: Use the Business Analyst resume | Highlight requirements gathering, stakeholder communication, and dashboard work | Connect analytics projects to business decisions",Requirements gathering | Stakeholder communication | Data storytelling | Process improvement,No major concerns flagged by current rules,Review only if time allows,Not Applied,2026-06-24
Sr Data Analyst - Crecera Brands,Salt Strong,"Bloomington, MN, United States",Google Job Alert,65,Possible Match,Data / Reporting,Business Analytics Resume,Possible Resume Fit,"Sr Data Analyst - Crecera Brands at Salt Strong is a possible match for the Data / Reporting track. Aligns with reporting, dashboards, Excel, Tableau, and analytics development Good opportunity to discuss data storytelling and decision support Matches preferred location/work arrangement","Aligns with reporting, dashboards, Excel, Tableau, and analytics development | Good opportunity to discuss data storytelling and decision support | Matches preferred location/work arrangement","Use Business Analytics Resume. Focus on: Use the Business Analytics resume | Highlight Excel, dashboards, reporting, Tableau, and analytics coursework | Show how reports helped decision making",Excel analysis | Dashboard design | Data storytelling | SQL/SOQL basics,No major concerns flagged by current rules,Review only if time allows,Not Applied,2026-06-24
Data Analyst,Cloud Data Vision LLC,"Lauderdale, MN, United States",Google Job Alert,65,Possible Match,Data / Reporting,Business Analytics Resume,Possible Resume Fit,"Data Analyst at Cloud Data Vision LLC is a possible match for the Data / Reporting track. Aligns with reporting, dashboards, Excel, Tableau, and analytics development Good opportunity to discuss data storytelling and decision support Matches preferred location/work arrangement","Aligns with reporting, dashboards, Excel, Tableau, and analytics development | Good opportunity to discuss data storytelling and decision support | Matches preferred location/work arrangement","Use Business Analytics Resume. Focus on: Use the Business Analytics resume | Highlight Excel, dashboards, reporting, Tableau, and analytics coursework | Show how reports helped decision making",Excel analysis | Dashboard design | Data storytelling | SQL/SOQL basics,No major concerns flagged by current rules,Review only if time allows,Not Applied,2026-06-24
Senior Salesforce Architect & Enterprise Solution Lead,TECHOHANA,"Blaine, MN, United States",Google Job Alert,60,Possible Match,Salesforce / CRM,Salesforce Resume,Possible Resume Fit,"Senior Salesforce Architect & Enterprise Solution Lead at TECHOHANA is a possible match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation Matches preferred location/work arrangement","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation | Matches preferred location/work arrangement","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,No major concerns flagged by current rules,Review only if time allows,Not Applied,2026-06-26
Systems Operations Manager,Commure,United States (Remote),LinkedIn,60,Possible Match,Sales Ops / RevOps,Sales Ops / RevOps Resume,Possible Resume Fit,"Systems Operations Manager at Commure is a possible match for the Sales Ops / RevOps track. Aligns with sales operations, CRM reporting, and pipeline support experience Strong bridge between sales background and technical CRM skills Matches preferred location/work arrangement","Aligns with sales operations, CRM reporting, and pipeline support experience | Strong bridge between sales background and technical CRM skills | Matches preferred location/work arrangement","Use Sales Ops / RevOps Resume. Focus on: Use the Sales Ops / RevOps resume | Highlight sales operations, CRM, reporting, and process improvement | Connect sales background to operational reporting and pipeline support",Pipeline reporting | Sales process improvement | CRM data quality | Stakeholder support,No major concerns flagged by current rules,Review only if time allows,Not Applied,2026-06-26
Business System Analyst,Culligan International,United States (Remote),LinkedIn,60,Possible Match,Salesforce / CRM,Salesforce Resume,Possible Resume Fit,"Business System Analyst at Culligan International is a possible match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation Matches preferred location/work arrangement","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation | Matches preferred location/work arrangement","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,No major concerns flagged by current rules,Review only if time allows,Not Applied,2026-06-25
Supply Management Planner II,Deluxe,"Minneapolis, MN (Hybrid)",LinkedIn,60,Possible Match,Operations / Supply Chain,Operations / Supply Chain Resume,Possible Resume Fit,"Supply Management Planner II at Deluxe is a possible match for the Operations / Supply Chain track. Aligns with operations, inventory, purchasing, and process improvement experience Good fit for connecting plant operations experience to analytics and reporting Matches preferred location/work arrangement","Aligns with operations, inventory, purchasing, and process improvement experience | Good fit for connecting plant operations experience to analytics and reporting | Matches preferred location/work arrangement","Use Operations / Supply Chain Resume. Focus on: Use the Operations / Supply Chain resume | Highlight inventory, purchasing, work orders, Maximo, and plant operations | Connect storeroom experience to process improvement and data tracking",Inventory control | Purchasing and receiving | Process improvement | Operations problem solving,No major concerns flagged by current rules,Review only if time allows,Not Applied,2026-06-25
Supply Planner,Lactalis USA,"Minneapolis, MN (Hybrid)",LinkedIn,60,Possible Match,Data / Reporting,Business Analytics Resume,Possible Resume Fit,"Supply Planner at Lactalis USA is a possible match for the Data / Reporting track. Aligns with reporting, dashboards, Excel, Tableau, and analytics development Good opportunity to discuss data storytelling and decision support Matches preferred location/work arrangement","Aligns with reporting, dashboards, Excel, Tableau, and analytics development | Good opportunity to discuss data storytelling and decision support | Matches preferred location/work arrangement","Use Business Analytics Resume. Focus on: Use the Business Analytics resume | Highlight Excel, dashboards, reporting, Tableau, and analytics coursework | Show how reports helped decision making",Excel analysis | Dashboard design | Data storytelling | SQL/SOQL basics,No major concerns flagged by current rules,Review only if time allows,Not Applied,2026-06-25
"Sr. Analyst, Reporting & Data Management",Ovative Group,"Minneapolis, MN",LinkedIn,60,Possible Match,Business Analyst,Business Analyst Resume,Possible Resume Fit,"Sr. Analyst, Reporting & Data Management at Ovative Group is a possible match for the Business Analyst track. Aligns with business analysis, requirements gathering, and data storytelling goals Good opportunity to connect projects to business decision-making Matches preferred location/work arrangement","Aligns with business analysis, requirements gathering, and data storytelling goals | Good opportunity to connect projects to business decision-making | Matches preferred location/work arrangement","Use Business Analyst Resume. Focus on: Use the Business Analyst resume | Highlight requirements gathering, stakeholder communication, and dashboard work | Connect analytics projects to business decisions",Requirements gathering | Stakeholder communication | Data storytelling | Process improvement,No major concerns flagged by current rules,Review only if time allows,Not Applied,2026-06-24
CRM Admin and Marketing Coordinator,Geffen Mesher & Company PC,"Portland, OR, United States",Google Job Alert,60,Possible Match,Salesforce / CRM,Salesforce Resume,Possible Resume Fit,"CRM Admin and Marketing Coordinator at Geffen Mesher & Company PC is a possible match for the Salesforce / CRM track. Aligns with Salesforce Administrator and CRM career goals Good opportunity to discuss Salesforce projects, dashboards, and automation Matches preferred location/work arrangement","Aligns with Salesforce Administrator and CRM career goals | Good opportunity to discuss Salesforce projects, dashboards, and automation | Matches preferred location/work arrangement","Use Salesforce Resume. Focus on: Lead with Salesforce Administrator certification | Highlight Flow Builder, reports, dashboards, and CRM process improvement | Mention hands-on Salesforce project work and business problem solving",Salesforce security model | Flow Builder examples | Reports and dashboards | Business requirements gathering,No major concerns flagged by current rules,Review only if time allows,Not Applied,2026-06-24
